Image,Population Size,Mutation Rate,Final Fitness,Final Loss,Last Generation
foto1_24x24.png,50,0.3,426,150,200
foto2_24x24.png,50,0.3,417,159,200
foto3_24x24.png,50,0.3,409,167,200
foto4_24x24.png,50,0.3,422,154,200
foto5_24x24.png,50,0.3,430,146,200
