Image,Population Size,Mutation Rate,Final Fitness,Final Loss,Last Generation
foto1_24x24.png,50,0.3,413,163,200
foto2_24x24.png,50,0.3,412,164,200
foto3_24x24.png,50,0.3,410,166,200
foto4_24x24.png,50,0.3,408,168,200
foto5_24x24.png,50,0.3,413,163,200
