Image,Population Size,Mutation Rate,Final Fitness,Final Loss,Last Generation
foto1_24x24.png,100,0.1,501,75,200
foto2_24x24.png,100,0.1,500,76,200
foto3_24x24.png,100,0.1,490,86,200
foto4_24x24.png,100,0.1,500,76,200
foto5_24x24.png,100,0.1,490,86,200
