Image,Population Size,Mutation Rate,Final Fitness,Final Loss,Last Generation
foto1_24x24.png,100,0.1,488,88,200
foto2_24x24.png,100,0.1,498,78,200
foto3_24x24.png,100,0.1,477,99,200
foto4_24x24.png,100,0.1,481,95,200
foto5_24x24.png,100,0.1,486,90,200
