Image,Population Size,Mutation Rate,Final Fitness,Final Loss,Last Generation
foto1_24x24.png,50,0.3,429,147,200
foto2_24x24.png,50,0.3,435,141,200
foto3_24x24.png,50,0.3,438,138,200
foto4_24x24.png,50,0.3,434,142,200
foto5_24x24.png,50,0.3,445,131,200
