Image,Population Size,Mutation Rate,Final Fitness,Final Loss,Last Generation
foto1_24x24.png,50,0.1,486,90,200
foto2_24x24.png,50,0.1,486,90,200
foto3_24x24.png,50,0.1,493,83,200
foto4_24x24.png,50,0.1,501,75,200
foto5_24x24.png,50,0.1,502,74,200
