Image,Population Size,Mutation Rate,Final Fitness,Final Loss,Last Generation
foto1_24x24.png,100,0.1,487,89,200
foto2_24x24.png,100,0.1,498,78,200
foto3_24x24.png,100,0.1,493,83,200
foto4_24x24.png,100,0.1,483,93,200
foto5_24x24.png,100,0.1,493,83,200
